concept_id,variety_id,orth,source_type,source_id,source_gloss,source_level,file,sheet,row,source_note,fallback_from
rope,pai_st,calis,excel,09-15,繩索,,2026學習詞表-26南排灣語.xlsx,26南排灣語,335,,
stick,pai_st,ricing,excel,09-18,枝條,,2026學習詞表-26南排灣語.xlsx,26南排灣語,338,,
ash,pai_st,qavu,excel,09-49,炭灰,,2026學習詞表-26南排灣語.xlsx,26南排灣語,369,,
road,pai_st,djalan,excel,10-01,道路,,2026學習詞表-26南排灣語.xlsx,26南排灣語,393,,
wind,pai_st,vali,excel,10-04,風,,2026學習詞表-26南排灣語.xlsx,26南排灣語,396,,
sand,pai_st,vudas,excel,10-05,沙子,,2026學習詞表-26南排灣語.xlsx,26南排灣語,397,,
earth,pai_st,qipu,excel,10-06,泥土,,2026學習詞表-26南排灣語.xlsx,26南排灣語,398,,
river,pai_st,pana,excel,10-07,河流,,2026學習詞表-26南排灣語.xlsx,26南排灣語,399,,
lake,pai_st,layu/djanaw,excel,10-08,湖泊,,2026學習詞表-26南排灣語.xlsx,26南排灣語,400,,
forest,pai_st,kasikasiw,excel,10-09,森林,,2026學習詞表-26南排灣語.xlsx,26南排灣語,401,,
sun,pai_st,qadaw,excel,11-02,太陽,,2026學習詞表-26南排灣語.xlsx,26南排灣語,417,,
moon,pai_st,qiljas,excel,11-03,月亮,,2026學習詞表-26南排灣語.xlsx,26南排灣語,418,,
sky,pai_st,kalevelevan,excel,11-04,天空,,2026學習詞表-26南排灣語.xlsx,26南排灣語,419,,
star,pai_st,vitjuqan,excel,11-05,星星,,2026學習詞表-26南排灣語.xlsx,26南排灣語,420,,
rain,pai_st,qudjalj,excel,11-06,雨,,2026學習詞表-26南排灣語.xlsx,26南排灣語,421,,
snow,pai_st,sulja,excel,11-07,雪,,2026學習詞表-26南排灣語.xlsx,26南排灣語,422,,
cloud,pai_st,qerepus,excel,11-12,雲,,2026學習詞表-26南排灣語.xlsx,26南排灣語,427,,
smoke,pai_st,cevulj,excel,11-13,煙,,2026學習詞表-26南排灣語.xlsx,26南排灣語,428,,
fire,pai_st,sapuy,excel,11-17,火,,2026學習詞表-26南排灣語.xlsx,26南排灣語,432,,
ice,pai_st,kuli,excel,11-18,冰,,2026學習詞表-26南排灣語.xlsx,26南排灣語,433,,
stone,pai_st,qaciljay,excel,12-05,石頭,,2026學習詞表-26南排灣語.xlsx,26南排灣語,454,,
night,pai_st,qezemezemetj,excel,13-02,晚上,,2026學習詞表-26南排灣語.xlsx,26南排灣語,471,,
day,pai_st,mauqadaw,excel,13-07,白天,,2026學習詞表-26南排灣語.xlsx,26南排灣語,476,,
night,pai_st,qezemezemetj,excel,13-22,夜,,2026學習詞表-26南排灣語.xlsx,26南排灣語,491,,
year,pai_st,cavilj,excel,13-28,年,,2026學習詞表-26南排灣語.xlsx,26南排灣語,497,,
in,pai_st,taladj,excel,14-01,裡面,,2026學習詞表-26南排灣語.xlsx,26南排灣語,502,,
at,pai_st,i yainuan,excel,14-02,在某處,,2026學習詞表-26南排灣語.xlsx,26南排灣語,503,,
right,pai_st,kanavalj,excel,14-10,右邊(右手),,2026學習詞表-26南排灣語.xlsx,26南排灣語,511,,
left,pai_st,kaviri/tjaiviri,excel,14-11,左邊,,2026學習詞表-26南排灣語.xlsx,26南排灣語,512,,
water,pai_st,zaljum,excel,21-02,水,,2026學習詞表-26南排灣語.xlsx,26南排灣語,601,,
salt,pai_st,qatia,excel,21-07,鹽,,2026學習詞表-26南排灣語.xlsx,26南排灣語,606,,
egg,pai_st,qecilu / tamagu,excel,21-09,蛋,,2026學習詞表-26南排灣語.xlsx,26南排灣語,608,,
white,pai_st,vuteqiteqilj / vucelacelay,excel,22-01,白色,,2026學習詞表-26南排灣語.xlsx,26南排灣語,626,,
black,pai_st,qucengecengel,excel,22-02,黑色,,2026學習詞表-26南排灣語.xlsx,26南排灣語,627,,
red,pai_st,qudjidjilj,excel,22-03,紅色,,2026學習詞表-26南排灣語.xlsx,26南排灣語,628,,
yellow,pai_st,qulivalivay,excel,22-05,黃色,,2026學習詞表-26南排灣語.xlsx,26南排灣語,630,,
green,pai_st,quljangaljangas,excel,22-08,綠色,,2026學習詞表-26南排灣語.xlsx,26南排灣語,633,,
give,pai_st,pavai,excel,25-07,給,,2026學習詞表-26南排灣語.xlsx,26南排灣語,663,,
come,pai_st,namangtjez,excel,25-08,來,,2026學習詞表-26南排灣語.xlsx,26南排灣語,664,,
walk,pai_st,djemavac,excel,25-10,走路,,2026學習詞表-26南排灣語.xlsx,26南排灣語,666,,
fly,pai_st,minlayapanga,excel,25-12,飛,,2026學習詞表-26南排灣語.xlsx,26南排灣語,668,,
fall,pai_st,namasuwaw,excel,25-26,(植物的果實)掉落,,2026學習詞表-26南排灣語.xlsx,26南排灣語,682,,
sit,pai_st,naqemiladj,excel,25-43,坐,,2026學習詞表-26南排灣語.xlsx,26南排灣語,699,,
stand,pai_st,namalingedjelj / namizi,excel,25-44,站立,,2026學習詞表-26南排灣語.xlsx,26南排灣語,700,,
sit,pai_st,naqemiladj,excel,26-03,坐下,,2026學習詞表-26南排灣語.xlsx,26南排灣語,712,,
hit,pai_st,penangul,excel,26-08,打(人),,2026學習詞表-26南排灣語.xlsx,26南排灣語,717,,
stab,pai_st,vinukevuk,excel,26-09,刺,,2026學習詞表-26南排灣語.xlsx,26南排灣語,718,,
push,pai_st,sizurung,excel,26-13,推,,2026學習詞表-26南排灣語.xlsx,26南排灣語,722,,
scratch,pai_st,gemuceguc,excel,26-18,抓癢,,2026學習詞表-26南排灣語.xlsx,26南排灣語,727,,
lie,pai_st,naqemereng,excel,26-20,躺,,2026學習詞表-26南排灣語.xlsx,26南排灣語,729,,
blow,pai_st,djemapes,excel,26-28,吹,,2026學習詞表-26南排灣語.xlsx,26南排灣語,737,,
dig,pai_st,nakemali,excel,26-29,挖掘,,2026學習詞表-26南排灣語.xlsx,26南排灣語,738,,
cut,pai_st,kemitj,excel,26-30,切,,2026學習詞表-26南排灣語.xlsx,26南排灣語,739,,
swim,pai_st,ljemanguy,excel,26-31,游泳,,2026學習詞表-26南排灣語.xlsx,26南排灣語,740,,
tie,pai_st,djaljengen,excel,26-38,綁,,2026學習詞表-26南排灣語.xlsx,26南排灣語,747,,
pull,pai_st,veniljevilj,excel,26-39,拉,,2026學習詞表-26南排灣語.xlsx,26南排灣語,748,,
split,pai_st,venelaq/mavelaq,excel,26-40,劈開,,2026學習詞表-26南排灣語.xlsx,26南排灣語,749,,
hold,pai_st,nakemaladray / natjemikidr,excel,26-42,提著,,2026學習詞表-26南排灣語.xlsx,26南排灣語,751,,
hold,pai_st,ginemegem,excel,26-43,握著,,2026學習詞表-26南排灣語.xlsx,26南排灣語,752,,
tie,pai_st,qemuyuquyulj,excel,26-44,捆綁,,2026學習詞表-26南排灣語.xlsx,26南排灣語,753,,
scratch,pai_st,ljemaqeljaq,excel,26-56,搔癢,,2026學習詞表-26南排灣語.xlsx,26南排灣語,765,,
wipe,pai_st,djemuas,excel,26-83,擦拭,,2026學習詞表-26南排灣語.xlsx,26南排灣語,792,,
rub,pai_st,ljemeteljet,excel,26-85,揉搓(衣物),,2026學習詞表-26南排灣語.xlsx,26南排灣語,794,,
lie,pai_st,kisigidi /’isegidi,excel,26-88,側臥,,2026學習詞表-26南排灣語.xlsx,26南排灣語,797,,
fight,pai_st,mapapangul,excel,26-96,打架,,2026學習詞表-26南排灣語.xlsx,26南排灣語,805,,
squeeze,pai_st,qemizing,excel,26-97,擠,,2026學習詞表-26南排灣語.xlsx,26南排灣語,806,,
dig,pai_st,kemali/semuwad,excel,26-100,(用手)挖掘,,2026學習詞表-26南排灣語.xlsx,26南排灣語,809,,
stand,pai_st,gacalju/iziyu,excel,26-105,起立,,2026學習詞表-26南排灣語.xlsx,26南排灣語,814,,
eat,pai_st,keman/’eman,excel,27-01,吃,,2026學習詞表-26南排灣語.xlsx,26南排灣語,816,,
suck,pai_st,semiljup/semeljup,excel,27-02,吸,,2026學習詞表-26南排灣語.xlsx,26南排灣語,817,,
drink,pai_st,temekel/teme’el,excel,27-03,喝,,2026學習詞表-26南排灣語.xlsx,26南排灣語,818,,
vomit,pai_st,mutjaq,excel,27-04,吐,,2026學習詞表-26南排灣語.xlsx,26南排灣語,819,,
bite,pai_st,kemac/’emac,excel,27-05,咬,,2026學習詞表-26南排灣語.xlsx,26南排灣語,820,,
eat,pai_st,kakanen/’a’anen,excel,27-15,吃(東西),,2026學習詞表-26南排灣語.xlsx,26南排灣語,830,,
know,pai_st,kemeljang/’emeljang,excel,28-02,知道,,2026學習詞表-26南排灣語.xlsx,26南排灣語,836,,
see,pai_st,pacun/’iqenetj,excel,28-03,看,,2026學習詞表-26南排灣語.xlsx,26南排灣語,837,,
say,pai_st,’ikai/kiljavaran/quriyaw,excel,28-04,說,,2026學習詞表-26南排灣語.xlsx,26南排灣語,838,,
smell,pai_st,semequ,excel,28-07,聞(如聞味道),,2026學習詞表-26南排灣語.xlsx,26南排灣語,841,,
hear,pai_st,lemangeda,excel,28-19,聽,,2026學習詞表-26南排灣語.xlsx,26南排灣語,853,,
fear,pai_st,marekutj/matiqudj,excel,29-02,害怕,,2026學習詞表-26南排灣語.xlsx,26南排灣語,866,,
wash,pai_st,venateq,excel,30-02,洗(衣物),,2026學習詞表-26南排灣語.xlsx,26南排灣語,876,,
sleep,pai_st,taqed,excel,30-09,睡覺,,2026學習詞表-26南排灣語.xlsx,26南排灣語,883,,
kill,pai_st,cemulju,excel,30-10,殺牲畜,,2026學習詞表-26南排灣語.xlsx,26南排灣語,884,,
lie,pai_st,kitjelangalj/’tjelangalj,excel,30-16,仰臥,,2026學習詞表-26南排灣語.xlsx,26南排灣語,890,,
burn,pai_st,ljemama,excel,30-20,燒(如燒稻草),,2026學習詞表-26南排灣語.xlsx,26南排灣語,894,,
hunt,pai_st,pudringay,excel,30-25,陷獵,,2026學習詞表-26南排灣語.xlsx,26南排灣語,899,,
burn,pai_st,medjek/medje’,excel,30-54,燃燒,,2026學習詞表-26南排灣語.xlsx,26南排灣語,928,,
drink,pai_st,temekel/teme’el,excel,30-61,喝(水),,2026學習詞表-26南排灣語.xlsx,26南排灣語,935,,
sing,pai_st,semenay,excel,30-64,唱歌,,2026學習詞表-26南排灣語.xlsx,26南排灣語,938,,
play,pai_st,kivangavang/’ivangavang,excel,30-65,玩耍,,2026學習詞表-26南排灣語.xlsx,26南排灣語,939,,
die,pai_st,macay,excel,31-01,死亡,,2026學習詞表-26南排灣語.xlsx,26南排灣語,941,,
live,pai_st,valjualjut,excel,31-08,活的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,948,,
heavy,pai_st,sadjelung,excel,32-02,重(重量),,2026學習詞表-26南排灣語.xlsx,26南排灣語,963,,
big,pai_st,kudrakudral,excel,32-05,大的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,966,,
cold,pai_st,ljaljeqel,excel,32-08,冷(氣候),,2026學習詞表-26南排灣語.xlsx,26南排灣語,969,,
small,pai_st,kedrikedri,excel,32-09,小的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,970,,
many,pai_st,liaw,excel,32-10,多,,2026學習詞表-26南排灣語.xlsx,26南排灣語,971,,
cold,pai_st,vucelecelelj,excel,32-12,冰冷(物體),,2026學習詞表-26南排灣語.xlsx,26南排灣語,973,,
few,pai_st,kedri,excel,32-14,少,,2026學習詞表-26南排灣語.xlsx,26南排灣語,975,,
laugh,pai_st,djemeli,excel,32-16,笑,,2026學習詞表-26南排灣語.xlsx,26南排灣語,977,,
wet,pai_st,tjevetjeveng,excel,32-17,濕的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,978,,
thick,pai_st,kedremel/kudremel,excel,32-19,厚,,2026學習詞表-26南排灣語.xlsx,26南排灣語,980,,
thin,pai_st,ljusepit,excel,32-21,薄,,2026學習詞表-26南排灣語.xlsx,26南排灣語,982,,
dirty,pai_st,kungakugnay,excel,32-22,髒,,2026學習詞表-26南排灣語.xlsx,26南排灣語,983,,
dry,pai_st,nametad,excel,32-28,乾的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,989,,
new,pai_st,vaquan,excel,32-31,新的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,992,,
old,pai_st,supisupil/ zumuzumul,excel,32-32,舊的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,993,,
near,pai_st,dungdung/dut,excel,32-33,近,,2026學習詞表-26南排灣語.xlsx,26南排灣語,994,,
bad,pai_st,makapalak/ma’apalak,excel,32-35,壞掉,,2026學習詞表-26南排灣語.xlsx,26南排灣語,996,,
far,pai_st,cadja,excel,32-37,遠,,2026學習詞表-26南排灣語.xlsx,26南排灣語,998,,
swell,pai_st,minevalak,excel,32-38,腫,,2026學習詞表-26南排灣語.xlsx,26南排灣語,999,,
smooth,pai_st,djalut,excel,32-44,滑,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1005,,
warm,pai_st,semeljec,excel,32-56,暖和,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1017,,
dull,pai_st,namasusidang,excel,32-57,鈍的(指刀鋒),,2026學習詞表-26南排灣語.xlsx,26南排灣語,1018,,
straight,pai_st,masevec,excel,32-65,直,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1026,,
full,pai_st,namapeljuq/mapeljuq,excel,32-66,滿了,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1027,,
good,pai_st,nguanguaq / bulabulay,excel,32-67,好的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1028,,
wide,pai_st,tjaljiqaca,excel,32-68,寬敞,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1029,,
correct,pai_st,paqulid,excel,32-69,正確,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1030,,
warm,pai_st,maculjuculju,excel,32-72,溫的,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1033,,
long,pai_st,ladruq,excel,32-74,長,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1035,,
short,pai_st,drikitj,excel,32-76,短,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1037,,
full,pai_st,mapeljuq,excel,32-79,滿,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1040,,
wipe,pai_st,djemuas,excel,33-06,擦拭,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1048,,
throw,pai_st,veneric,excel,34-19,丟棄,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1069,,
count,pai_st,semupu,excel,34-29,數,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1079,,
good,pai_st,bulay,excel,34-34,好,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1084,,
not,pai_st,ini,excel,35-03,不是(回答用),,2026學習詞表-26南排灣語.xlsx,26南排灣語,1092,,
because,pai_st,ayatua,excel,36-05,因為,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1101,,
and,pai_st,katua,excel,36-18,和,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1114,,
if,pai_st,nu,excel,36-22,如果,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1118,,
at,pai_st,i,excel,36-35,在,,2026學習詞表-26南排灣語.xlsx,26南排灣語,1131,,
one,ruk_es,eea,excel,01-01,一,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,5,eea數數使用/vaeva計量使用,
two,ruk_es,drosa,excel,01-02,二,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,6,,
three,ruk_es,tolro,excel,01-03,三,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,7,,
four,ruk_es,soʼate,excel,01-04,四,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,8,,
five,ruk_es,lrima,excel,01-05,五,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,9,,
six,ruk_es,eneme,excel,01-06,六,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,10,,
seven,ruk_es,ʼito,excel,01-07,七,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,11,,
eight,ruk_es,valro,excel,01-08,八,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,12,,
nine,ruk_es,bangate,excel,01-09,九,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,13,,
ten,ruk_es,poloko/mangeale,excel,01-10,十,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,14,poloko數數使用/mangeale計量使用,
twenty,ruk_es,maʼosale,excel,01-20,二十,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,24,,
hundred,ruk_es,iday,excel,01-34,百,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,38,,
hundred,ruk_es,eea ka iday,excel,01-35,一百,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,39,,
some,ruk_es,bekelay,excel,01-38,一些,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,42,,
all,ruk_es,lreʼeng,excel,01-43,全部,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,47,,
few,ruk_es,bekela,excel,01-44,一點點,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,48,,
you_singular,ruk_es,koso,excel,02-01,你,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,51,,
i,ruk_es,konako,excel,02-02,我,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,52,,
he,ruk_es,kwani,excel,02-03,他,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,53,,
you_plural,ruk_es,konomi,excel,02-04,你們,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,54,,
we,ruk_es,konai,excel,02-05,我們,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,55,,
they,ruk_es,kolini,excel,02-06,他們,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,56,,
we,ruk_es,konai,excel,02-13,我們(排除式),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,63,,
we,ruk_es,kota； konai,excel,02-14,咱們(包含式),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,64,,
that,ruk_es,kwani,excel,02-16,那個,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,66,,
this,ruk_es,kaivai,excel,02-17,這個,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,67,,
here,ruk_es,kikai,excel,02-18,這裡,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,68,,
there,ruk_es,kawai,excel,02-19,那裡,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,69,,
how,ruk_es,miyakakwa,excel,03-03,如何:怎麼樣,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,74,,
when,ruk_es,loiga,excel,03-04,何時(未發生),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,75,,
who,ruk_es,anea,excel,03-05,誰,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,76,,
where,ruk_es,ino,excel,03-07,哪裡,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,78,,
how,ruk_es,kiyatoma,excel,03-09,怎麼,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,80,,
where,ruk_es,amani ino,excel,03-12,什麼地方,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,83,amani ino 問事件發生的位置，yakai ino 在什麼地方(要詢問更確切的位置及方位),
when,ruk_es,koiga,excel,03-13,何時(已發生),,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,84,,
father,ruk_es,nama,excel,04-01,爸爸,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,87,nama直稱,
mother,ruk_es,naina,excel,04-02,媽媽,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,88,naina直稱,
wife,ruk_es,sakacekele,excel,04-07,配偶,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,93,,
husband,ruk_es,sakacekele,excel,04-07,配偶,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,93,,
wife,ruk_es,sakacekele,excel,04-15,丈夫/妻子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,101,另作mwasakadrosa,
husband,ruk_es,sakacekele,excel,04-15,丈夫/妻子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,101,另作mwasakadrosa,
name,ruk_es,nagane,excel,05-01,名字,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,114,,
child,ruk_es,lrolay,excel,05-05,孩童,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,118,,
woman,ruk_es,ababay,excel,05-07,女性,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,120,,
man,ruk_es,sawalay,excel,05-08,男性,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,121,,
person,ruk_es,omase,excel,05-09,人類,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,122,,
ear,ruk_es,calringa,excel,06-01,耳朵,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,140,,
leg,ruk_es,vagisi,excel,06-02,大腿,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,141,,
eye,ruk_es,maca,excel,06-03,眼睛,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,142,,
mouth,ruk_es,ngodoy,excel,06-05,嘴巴,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,144,,
head,ruk_es,awlro,excel,06-06,頭,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,145,,
fingernail,ruk_es,gamay,excel,06-07,指甲,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,146,,
hand,ruk_es,alrima,excel,06-08,手,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,147,,
nose,ruk_es,ngongoa,excel,06-10,鼻子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,149,,
foot,ruk_es,draʼale,excel,06-11,腳,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,150,,
tooth,ruk_es,valisi,excel,06-12,牙齒,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,151,,
hair,ruk_es,ʼisiyo,excel,06-13,頭髮,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,152,,
blood,ruk_es,eray,excel,06-14,血,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,153,,
meat,ruk_es,bwate,excel,06-15,肉,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,154,,
belly,ruk_es,barang,excel,06-17,肚子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,156,,
breast,ruk_es,thotho,excel,06-18,乳房,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,157,,
back,ruk_es,drelreke,excel,06-22,背部,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,161,,
skin,ruk_es,ikidri,excel,06-23,皮,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,162,,
heart,ruk_es,avava,excel,06-28,心臟,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,167,kavavong動物的心臟,
knee,ruk_es,ʼacolro,excel,06-31,膝蓋,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,170,,
liver,ruk_es,athay,excel,06-34,肝臟,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,173,,
fat,ruk_es,sima,excel,06-37,油脂,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,176,泛指動植物油,
tongue,ruk_es,lridame,excel,06-42,舌頭,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,181,,
neck,ruk_es,lree,excel,06-47,脖子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,186,,
neck,ruk_es,talrelrea,excel,06-52,頸子；領子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,191,,
tail,ruk_es,tawtho,excel,07-01,尾巴,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,197,,
dog,ruk_es,tawʼong,excel,07-03,狗,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,199,,
bird,ruk_es,azazame,excel,07-06,鳥,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,202,,
fish,ruk_es,kaang,excel,07-07,魚,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,203,,
snake,ruk_es,olawlay,excel,07-19,蛇,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,215,,
louse,ruk_es,koco,excel,07-33,頭蝨,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,229,,
worm,ruk_es,atatolrale,excel,07-39,蚯蚓,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,235,,
wing,ruk_es,ʼaridi,excel,07-49,翅膀,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,245,,
horn,ruk_es,laong,excel,07-64,(動物的)角,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,260,,
tree,ruk_es,angato,excel,08-03,樹,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,265,,
leaf,ruk_es,biya,excel,08-06,葉子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,268,,
flower,ruk_es,bengelray,excel,08-09,花朵,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,271,,
stick,ruk_es,ʼilaka,excel,08-15,樹枝,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,277,,
fruit,ruk_es,madro,excel,08-16,(植物的)果實,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,278,,
grass,ruk_es,obolo,excel,08-20,草,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,282,,
fruit,ruk_es,akanekanea ka madro,excel,08-24,水果,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,286,,
root,ruk_es,balace,excel,08-28,樹根,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,290,,
seed,ruk_es,sasalreme,excel,08-44,種子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,306,,
rope,ruk_es,sakakereng,excel,09-15,繩索,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,335,,
stick,ruk_es,ragoso,excel,09-18,枝條,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,338,,
ash,ruk_es,abo,excel,09-49,木炭灰,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,369,,
road,ruk_es,kaelrea,excel,10-01,道路,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,393,,
wind,ruk_es,sasevera,excel,10-04,風,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,396,,
sand,ruk_es,enay,excel,10-05,沙子,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,397,,
earth,ruk_es,dae,excel,10-06,泥土,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,398,,
river,ruk_es,drakerale,excel,10-07,河流,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,399,,
lake,ruk_es,bazo,excel,10-08,湖泊,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,400,,
forest,ruk_es,angatongato,excel,10-09,森林,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,401,,
sun,ruk_es,vay,excel,11-02,太陽,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,417,,
moon,ruk_es,dramare,excel,11-03,月亮,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,418,,
sky,ruk_es,sobelebeleng,excel,11-04,天空,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,419,,
star,ruk_es,tariyaw,excel,11-05,星星,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,420,,
rain,ruk_es,odale,excel,11-06,雨,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,421,,
snow,ruk_es,ʼasabo,excel,11-07,雪,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,422,,
cloud,ruk_es,emeeme,excel,11-12,雲,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,427,,
smoke,ruk_es,ebelre,excel,11-13,煙,,2026學習詞表-27東魯凱語.xlsx,27東魯凱語,428,,
