concept_id,variety_id,orth,source_type,source_id,source_gloss,source_level,file,sheet,row,source_note,fallback_from
twenty,ami_hk,tosa^ poloʼ,excel,01-20,二十,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,24,,
hundred,ami_hk,liʼan,excel,01-34,百,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,38,,
hundred,ami_hk,cecay liʼan,excel,01-35,一百,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,39,,
some,ami_hk,hati:ni,excel,01-38,一些,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,42,,
all,ami_hk,maemin,excel,01-43,全部,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,47,,
few,ami_hk,mamang,excel,01-44,一點點,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,48,,
you_singular,ami_hk,kiso,excel,02-01,你,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,51,,
i,ami_hk,kako,excel,02-02,我,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,52,,
he,ami_hk,ciira,excel,02-03,他,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,53,,
you_plural,ami_hk,kamo,excel,02-04,你們,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,54,,
we,ami_hk,kita,excel,02-05,我們,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,55,,
they,ami_hk,caira,excel,02-06,他們,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,56,,
we,ami_hk,kami,excel,02-13,我們(排除式),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,63,,
we,ami_hk,kita,excel,02-14,咱們(包含式),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,64,,
that,ami_hk,nora/raan,excel,02-16,那個,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,66,,
this,ami_hk,noni/nian,excel,02-17,這個,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,67,,
here,ami_hk,itini,excel,02-18,這裡,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,68,,
there,ami_hk,itira,excel,02-19,那裡,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,69,,
what,ami_hk,maan,excel,03-02,什麼,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,73,,
how,ami_hk,masamaan,excel,03-03,如何,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,74,,
when,ami_hk,ihacowa^,excel,03-04,何時(未發生),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,75,,
who,ami_hk,cima^,excel,03-05,誰,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,76,,
where,ami_hk,icowa^,excel,03-07,哪裡,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,78,,
how,ami_hk,mamaan,excel,03-09,怎麼,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,80,,
where,ami_hk,icowa^,excel,03-12,什麼地方,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,83,,
when,ami_hk,ihacowa^,excel,03-13,何時(已發生),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,84,,
father,ami_hk,mama^,excel,04-01,爸爸,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,87,,
mother,ami_hk,ina^,excel,04-02,媽媽,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,88,,
wife,ami_hk,tihi,excel,04-07,配偶,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,93,,
husband,ami_hk,tihi,excel,04-07,配偶,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,93,,
husband,ami_hk,faʼinay,excel,04-15,丈夫,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,101,,
name,ami_hk,ngangan,excel,05-01,名字,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,114,,
child,ami_hk,wawa^,excel,05-05,孩童,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,118,,
woman,ami_hk,fafahiyan/fayfahi,excel,05-07,女性,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,120,,
man,ami_hk,faʼinayan/fanaʼinay,excel,05-08,男性,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,121,,
person,ami_hk,tamdaw,excel,05-09,人,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,122,,
ear,ami_hk,tangila^,excel,06-01,耳朵,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,140,,
leg,ami_hk,cepiʼ,excel,06-02,大腿,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,141,,
eye,ami_hk,mata^,excel,06-03,眼睛,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,142,,
mouth,ami_hk,ngapa^/ngoyos,excel,06-05,嘴巴,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,144,,
head,ami_hk,tangal,excel,06-06,頭,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,145,,
fingernail,ami_hk,kanoos,excel,06-07,指甲,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,146,,
hand,ami_hk,kamay,excel,06-08,手,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,147,,
nose,ami_hk,songetan/ngosoʼ,excel,06-10,鼻子,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,149,,
foot,ami_hk,waʼay,excel,06-11,腳,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,150,,
tooth,ami_hk,wadis,excel,06-12,牙齒,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,151,,
hair,ami_hk,fokes,excel,06-13,頭髮,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,152,,
blood,ami_hk,remes,excel,06-14,血,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,153,,
meat,ami_hk,heci/titi^,excel,06-15,肉,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,154,heci人體的肉/titi^食用的肉,
belly,ami_hk,tiyad,excel,06-17,肚子,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,156,,
breast,ami_hk,coco^,excel,06-18,乳房,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,157,,
back,ami_hk,koror,excel,06-22,背部,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,161,,
skin,ami_hk,fanges,excel,06-23,皮,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,162,,
heart,ami_hk,falocoʼ,excel,06-28,心臟,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,167,,
knee,ami_hk,tosor,excel,06-31,膝蓋,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,170,,
liver,ami_hk,ʼatay,excel,06-34,肝臟,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,173,,
fat,ami_hk,simal,excel,06-37,油脂,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,176,,
tongue,ami_hk,sema^,excel,06-42,舌頭,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,181,,
neck,ami_hk,liʼel / aʼilocan,excel,06-47,脖子,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,186,,
tail,ami_hk,kikol,excel,07-01,尾巴,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,197,,
dog,ami_hk,waco^,excel,07-03,狗,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,199,,
bird,ami_hk,ʼayam,excel,07-06,鳥,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,202,,
fish,ami_hk,foting,excel,07-07,魚,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,203,,
snake,ami_hk,ʼoner,excel,07-19,蛇,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,215,,
louse,ami_hk,koto^,excel,07-33,頭蝨,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,229,,
worm,ami_hk,ʼatikak,excel,07-39,蚯蚓,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,235,,
wing,ami_hk,sapikpik,excel,07-49,翅膀,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,245,,
horn,ami_hk,pohong,excel,07-64,(動物的)角,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,260,,
tree,ami_hk,kilang,excel,08-03,樹,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,265,,
leaf,ami_hk,papah,excel,08-06,葉子,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,268,,
flower,ami_hk,rohayan,excel,08-09,花朵,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,271,,
stick,ami_hk,caʼang,excel,08-15,樹枝,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,277,,
fruit,ami_hk,heci^,excel,08-16,(植物的)果實,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,278,,
grass,ami_hk,rengos,excel,08-20,草,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,282,,
fruit,ami_hk,soy-kwo,excel,08-24,水果,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,286,,
root,ami_hk,lamit,excel,08-28,樹根,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,290,,
seed,ami_hk,sapaloma^,excel,08-44,種子,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,306,,
rope,ami_hk,lopo^ / sasoʼot,excel,09-15,繩索,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,335,,
stick,ami_hk,caʼang,excel,09-18,枝條,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,338,,
ash,ami_hk,ʼafo^,excel,09-49,炭灰,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,369,,
road,ami_hk,lalan,excel,10-01,道路,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,393,,
wind,ami_hk,fali^,excel,10-04,風,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,396,,
sand,ami_hk,fonak/tafok,excel,10-05,沙子,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,397,,
earth,ami_hk,sera^,excel,10-06,泥土,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,398,,
river,ami_hk,ʼalo^,excel,10-07,河流,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,399,,
lake,ami_hk,fanaw,excel,10-08,湖泊,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,400,,
forest,ami_hk,kilakilangan,excel,10-09,森林,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,401,,
sun,ami_hk,cidal,excel,11-02,太陽,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,417,,
moon,ami_hk,folad,excel,11-03,月亮,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,418,,
sky,ami_hk,kakarayan,excel,11-04,天空,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,419,,
star,ami_hk,foʼis,excel,11-05,星星,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,420,,
rain,ami_hk,ʼorad,excel,11-06,雨,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,421,,
snow,ami_hk,soleda,excel,11-07,雪,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,422,,
smoke,ami_hk,ʼacefel,excel,11-13,煙,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,428,,
fire,ami_hk,lamal,excel,11-17,火,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,432,,
ice,ami_hk,koli^,excel,11-18,冰,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,433,,
stone,ami_hk,fokeloh / fakeloh,excel,12-05,石頭,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,454,,
night,ami_hk,dadaya^,excel,13-02,晚上,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,471,,
day,ami_hk,romiʼad,excel,13-07,白天,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,476,,
night,ami_hk,lafii^,excel,13-22,夜,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,491,,
year,ami_hk,mihecan,excel,13-28,年,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,497,,
in,ami_hk,lalomaʼ,excel,14-01,裡面,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,502,,
at,ami_hk,ico:wa^,excel,14-02,在某處,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,503,,
right,ami_hk,kawanan,excel,14-10,右邊,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,511,,
left,ami_hk,kawili,excel,14-11,左邊,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,512,,
water,ami_hk,nanom,excel,21-02,水,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,601,,
salt,ami_hk,cilah,excel,21-07,鹽,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,606,,
egg,ami_hk,fitaʼol,excel,21-09,蛋,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,608,,
white,ami_hk,fohecalay,excel,22-01,白色的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,626,,
black,ami_hk,kohetingay,excel,22-02,黑色的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,627,,
red,ami_hk,kahengangay,excel,22-03,紅色的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,628,,
yellow,ami_hk,kaliyalaway,excel,22-05,黃色的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,630,,
green,ami_hk,kangdaway,excel,22-08,綠色的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,633,,
give,ami_hk,pafeli^,excel,25-07,給,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,663,,
come,ami_hk,katayni,excel,25-08,來,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,664,,
walk,ami_hk,romakat,excel,25-10,走路,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,666,,
fly,ami_hk,efer,excel,25-12,飛,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,668,,
fall,ami_hk,fonor,excel,25-26,(植物的果實)掉落,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,682,,
sit,ami_hk,aroʼ,excel,25-43,坐著,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,699,,
stand,ami_hk,tomireng,excel,25-44,站著,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,700,,
sit,ami_hk,maroʼ,excel,26-03,坐下,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,712,,
hit,ami_hk,palo^,excel,26-08,打(人),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,717,,
stab,ami_hk,cocok/ceka^,excel,26-09,刺,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,718,,
push,ami_hk,cokeroh,excel,26-13,推,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,722,,
scratch,ami_hk,koskos,excel,26-18,抓癢,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,727,,
lie,ami_hk,tiʼenang,excel,26-20,仰躺,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,729,,
blow,ami_hk,iyof,excel,26-28,吹,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,737,,
dig,ami_hk,karkar,excel,26-29,挖掘,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,738,,
cut,ami_hk,cikcik,excel,26-30,切,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,739,,
swim,ami_hk,dangoy,excel,26-31,游泳,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,740,,
tie,ami_hk,falod,excel,26-38,綁住,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,747,,
pull,ami_hk,tengteng,excel,26-39,拉,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,748,,
split,ami_hk,pelaʼ,excel,26-40,劈(木材),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,749,,
hold,ami_hk,kakoyen /tatoyen,excel,26-42,提著,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,751,,
hold,ami_hk,metmeten,excel,26-43,握著,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,752,,
tie,ami_hk,falod,excel,26-44,捆綁,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,753,,
scratch,ami_hk,koskos / kirikiriʼ,excel,26-56,搔癢,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,765,,
rub,ami_hk,lonic / lotalot,excel,26-85,揉搓(衣物),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,794,,
lie,ami_hk,tokinil,excel,26-88,側臥,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,797,,
fight,ami_hk,mapapalo^,excel,26-96,打架,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,805,,
squeeze,ami_hk,macaco^co^,excel,26-97,擠,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,806,,
dig,ami_hk,korkor,excel,26-100,(用手)挖掘,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,809,,
stand,ami_hk,tomireng,excel,26-105,起立,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,814,,
eat,ami_hk,kaen,excel,27-01,吃,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,816,,
suck,ami_hk,helip,excel,27-02,吸,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,817,,
drink,ami_hk,ʼowak,excel,27-03,喝,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,818,,
vomit,ami_hk,otaʼ,excel,27-04,吐,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,819,,
bite,ami_hk,kalat,excel,27-05,咬,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,820,,
eat,ami_hk,kaen,excel,27-15,吃(東西),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,830,,
know,ami_hk,mafanaʼ,excel,28-02,知道,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,836,,
see,ami_hk,nengneng,excel,28-03,看,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,837,,
smell,ami_hk,sanek,excel,28-07,聞(如聞味道),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,841,,
hear,ami_hk,tengil,excel,28-19,聽,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,853,,
think,ami_hk,harateng / safalocoʼ,excel,28-25,想(思考),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,859,,
fear,ami_hk,matalaw,excel,29-02,害怕,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,866,,
wash,ami_hk,mifacaʼ,excel,30-02,洗(衣物),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,876,,
sleep,ami_hk,mafotiʼ,excel,30-09,睡覺,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,883,,
kill,ami_hk,mipacok / mitefok,excel,30-10,殺牲畜,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,884,,
lie,ami_hk,taʼenang,excel,30-16,躺臥,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,890,,
burn,ami_hk,todoh / miʼenaf,excel,30-20,燒(如燒稻草),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,894,,
hunt,ami_hk,miteker / mitarakar,excel,30-25,陷獵,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,899,,
burn,ami_hk,mailoh/todoh,excel,30-54,燃燒,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,928,,
drink,ami_hk,miʼinip/minanom,excel,30-61,喝(水),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,935,,
sing,ami_hk,romadiw,excel,30-64,唱歌,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,938,,
play,ami_hk,misalama,excel,30-65,玩耍,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,939,,
die,ami_hk,patay,excel,31-01,死亡,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,941,,
live,ami_hk,maʼoripay,excel,31-08,活的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,948,,
heavy,ami_hk,faeket/kareteng,excel,32-02,重(重量),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,963,,
big,ami_hk,ta’angay,excel,32-05,大的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,966,,
cold,ami_hk,sienaw,excel,32-08,冷,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,969,,
small,ami_hk,mimingay,excel,32-09,小的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,970,,
many,ami_hk,adihay,excel,32-10,多,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,971,,
cold,ami_hk,lietec,excel,32-12,冰冷,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,973,,
few,ami_hk,mamang,excel,32-14,少的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,975,,
laugh,ami_hk,tawa^,excel,32-16,笑,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,977,,
wet,ami_hk,maʼopicay / macepaʼ,excel,32-17,濕的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,978,,
thick,ami_hk,kifetolay,excel,32-19,厚的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,980,,
thin,ami_hk,kihepicay/kohepicay,excel,32-21,薄的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,982,,
dirty,ami_hk,’oning,excel,32-22,髒,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,983,,
dry,ami_hk,ma’icangay,excel,32-28,乾的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,989,,
new,ami_hk,faelohay,excel,32-31,新的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,992,,
old,ami_hk,matelangay,excel,32-32,舊的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,993,,
near,ami_hk,ngata^,excel,32-33,近,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,994,,
bad,ami_hk,tatiih / caay to kangaʼay,excel,32-35,壞掉,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,996,,
far,ami_hk,raay,excel,32-37,遠,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,998,,
swell,ami_hk,lifawa^,excel,32-38,腫,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,999,,
smooth,ami_hk,kameleng,excel,32-44,滑,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1005,,
warm,ami_hk,diheko^,excel,32-56,暖和,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1017,,
dull,ami_hk,matalesay/malalesay,excel,32-57,鈍的,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1018,,
straight,ami_hk,moecel,excel,32-65,直,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1026,,
full,ami_hk,matomes,excel,32-66,滿了,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1027,,
wide,ami_hk,dadahal,excel,32-68,(空間)寬敞,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1029,,
correct,ami_hk,soʼelinay/matama,excel,32-69,正確,,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1030,,
warm,ami_hk,halafhafay,excel,32-72,溫的(水),,2026學習詞表-02秀姑巒阿美語.xlsx,02秀姑巒阿美語,1033,,
